Hotel_Code,count
611,17
177,17
2151,17
1821,17
982,17
2111,17
395,17
1079,17
1711,17
925,17
277,17
880,17
2652,17
1300,17
2346,17
558,17
1609,17
2210,17
137,17
64,17
2525,17
1556,17
1557,17
1616,17
1772,17
2326,17
1265,17
2231,17
529,17
2285,17
2256,17
501,17
1210,17
259,17
2356,17
1519,17
21,17
1684,17
687,17
949,17
692,17
2055,17
915,17
1904,17
2805,17
2367,17
1908,17
2642,17
704,17
921,17
1147,16
1453,16
2002,16
346,16
1966,16
1379,16
1455,16
349,16
1800,16
1201,16
125,16
253,16
1460,16
201,16
1441,16
117,16
1387,16
352,16
1448,16
161,16
2583,16
1180,16
1309,16
2586,16
2448,16
1768,16
1126,16
1271,16
1100,16
